generator,smiles,valid,tanimoto,QED,SA,lipinski_pass,MW,cLogP,AlertFree,LipinskiPass,PredAffinity,canonical_smiles,murcko_scaffold,murcko_generic_scaffold
diffusion,C=S(Cc1c(C)cccc1C)c1cc(Cc2cc(N)nc(N3CCC(CNO)NC3)c2)co1,1,0.1891891891891892,0.29511717491595985,4.506624484829927,1,467.6390000000002,3.8290400000000018,0,1,11.76562213897705,C=S(Cc1c(C)cccc1C)c1cc(Cc2cc(N)nc(N3CCC(CNO)NC3)c2)co1,C=S(Cc1ccccc1)c1cc(Cc2ccnc(N3CCCNC3)c2)co1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CNCC1CCC(c2cc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)c2)CC1,1,0.1588785046728972,0.4229340754503709,3.0150637949889543,0,442.65100000000024,5.960430000000006,0,0,11.65942096710205,CNCC1CCC(c2cc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)c2)CC1,N=C(Cc1ccccc1)c1cn(Cc2cccc(C3CCCCC3)c2)cn1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cnnc1N)n1ccc(Cc2cc(C)cc(N3CCC(NCC)CC3)c2)c1,1,0.14035087719298245,0.540127812913075,3.338306675512686,1,444.6270000000003,4.359640000000003,1,1,11.65125560760498,C=C(Cc1c(C)cnnc1N)n1ccc(Cc2cc(C)cc(N3CCC(NCC)CC3)c2)c1,C=C(Cc1ccnnc1)n1ccc(Cc2cccc(N3CCCCC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cncc1C)c1ccc(Cc2cc(C)cc(C3CCC(CCC)CC3)c2)o1,1,0.11009174311926606,0.34995540895344357,3.0334732876239787,0,441.65900000000033,8.520460000000003,1,0,11.6349458694458,C=C(Cc1c(C)cncc1C)c1ccc(Cc2cc(C)cc(C3CCC(CCC)CC3)c2)o1,C=C(Cc1ccncc1)c1ccc(Cc2cccc(C3CCCCC3)c2)o1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1N)c1coc(Cc2cc(C)cc(C3CCC(CCN)NC3)c2)c1,1,0.1206896551724138,0.4012670830200754,3.9743930609346734,0,443.6350000000002,5.509740000000004,0,0,11.56119441986084,C=C(Cc1c(C)cccc1N)c1coc(Cc2cc(C)cc(C3CCC(CCN)NC3)c2)c1,C=C(Cc1ccccc1)c1coc(Cc2cccc(C3CCCNC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=[PH](Cc1c(C)cccc1C)c1cc(Cc2cc(N)nc(N3CCC(CNO)NC3)c2)co1,1,0.1891891891891892,0.2985299221314902,4.650064746695722,1,467.5540000000002,3.0407400000000004,0,1,11.548802375793457,C=[PH](Cc1c(C)cccc1C)c1cc(Cc2cc(N)nc(N3CCC(CNO)NC3)c2)co1,C=[PH](Cc1ccccc1)c1cc(Cc2ccnc(N3CCCNC3)c2)co1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(N)ccnc1C)c1cc(Cc2nc(C)cc(C3CCN(CCC)CC3)n2)co1,1,0.1504424778761062,0.5194819206843468,3.279576888278644,0,445.61100000000033,5.099740000000005,1,0,11.536539077758789,C=C(Cc1c(N)ccnc1C)c1cc(Cc2nc(C)cc(C3CCN(CCC)CC3)n2)co1,C=C(Cc1cccnc1)c1cc(Cc2nccc(C3CCNCC3)n2)co1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(N)cncc1N)n1cc(Nc2cc(N3CNC(NCC)NC3)nc(C)n2)cn1,1,0.23076923076923078,0.2880401802684572,3.9776690323048296,0,450.5550000000002,0.8052200000000003,1,0,11.531431198120117,C=C(Cc1c(N)cncc1N)n1cc(Nc2cc(N3CNC(NCC)NC3)nc(C)n2)cn1,C=C(Cc1ccncc1)n1cc(Nc2cc(N3CNCNC3)ncn2)cn1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=[IH](Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,1,0.10256410256410256,0.23746084415770666,4.591379756794938,0,558.5480000000005,7.071960000000007,0,0,11.520808219909668,C=[IH](Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,C=[IH](Cc1cccnc1)c1cc(Cc2cccc(C3CCCCN3)c2)co1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CCNC1CNC(c2nc(C)cc(Cc3ccn(C(=O)NC4=C(C)OC=CN4C)c3)n2)NC1,1,0.1565217391304348,0.522684399681266,4.095817968475042,1,452.56300000000016,1.5267200000000003,1,1,11.503137588500977,CCNC1CNC(c2nc(C)cc(Cc3ccn(C(=O)NC4=C(C)OC=CN4C)c3)n2)NC1,O=C(NC1=COC=CN1)n1ccc(Cc2ccnc(C3NCCCN3)n2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,Cc1cccc(C)c1CC(=N)n1ccc(Cc2cc(C3CCC(NCN)CC3)cc(N)n2)c1,1,0.16666666666666666,0.2479628527017658,3.3963161681477105,1,444.6270000000003,4.273010000000002,0,1,11.464469909667969,Cc1cccc(C)c1CC(=N)n1ccc(Cc2cc(C3CCC(NCN)CC3)cc(N)n2)c1,N=C(Cc1ccccc1)n1ccc(Cc2cc(C3CCCCC3)ccn2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=[IH](Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CNC)CC3)c2)c1,1,0.11403508771929824,0.25707615043178694,3.981840842995057,0,557.5640000000002,6.390360000000006,0,0,11.460186004638672,C=[IH](Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CNC)CC3)c2)c1,C=[IH](Cc1cccnc1)c1ccn(Cc2cccc(C3CCCCC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1O)n1ccc(Cc2cc(N)cc(C3CCC(CNC)NC3)c2)c1,1,0.1391304347826087,0.3875426496634987,4.077016628856114,1,444.6230000000002,4.443520000000003,0,1,11.4421968460083,C=C(Cc1c(C)cccc1O)n1ccc(Cc2cc(N)cc(C3CCC(CNC)NC3)c2)c1,C=C(Cc1ccccc1)n1ccc(Cc2cccc(C3CCCNC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CCC[SH]1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CN1,1,0.16071428571428573,0.33458248260126067,4.685606645222726,1,464.6830000000002,4.660330000000004,0,1,11.389928817749023,CCC[SH]1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CN1,N=C(Cc1ccccc1)c1cn(Cc2ccnc(C3CCSNC3)n2)cn1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1C)c1ccn(Nc2cc(C)cc(C3CCC(CCC)CC3)c2)c1,1,0.14018691588785046,0.37079601131583156,3.0648981648743883,0,440.67500000000035,8.618360000000003,1,0,11.376338958740234,C=C(Cc1c(C)cccc1C)c1ccn(Nc2cc(C)cc(C3CCC(CCC)CC3)c2)c1,C=C(Cc1ccccc1)c1ccn(Nc2cccc(C3CCCCC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CC1=COC=C(N)N1CC(=N)n1ccc(Cc2cc(C)cc(C3CCC(CCO)CC3)c2)n1,1,0.13274336283185842,0.43414201816889453,3.6516259881149775,1,449.59900000000033,4.214990000000004,0,1,11.360344886779785,CC1=COC=C(N)N1CC(=N)n1ccc(Cc2cc(C)cc(C3CCC(CCO)CC3)c2)n1,N=C(CN1C=COC=C1)n1ccc(Cc2cccc(C3CCCCC3)c2)n1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CCCI1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CN1,1,0.16071428571428573,0.17325069113719296,4.471956391276562,0,558.5120000000002,5.165530000000004,0,0,11.351866722106934,CCCI1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CN1,N=C(Cc1ccccc1)c1cn(Cc2ccnc(C3CC[IH]NC3)n2)cn1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1C)c1coc(Cc2cc(C)nc(C3CCC(CCC)CN3)c2)c1,1,0.13274336283185842,0.3979835362054392,3.948792406270189,0,442.6470000000002,7.287360000000008,1,0,11.304621696472168,C=C(Cc1c(C)cccc1C)c1coc(Cc2cc(C)nc(C3CCC(CCC)CN3)c2)c1,C=C(Cc1ccccc1)c1coc(Cc2ccnc(C3CCCCN3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=S(Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,1,0.09243697478991597,0.35714565403764026,4.410510689691828,0,462.70300000000026,7.291460000000008,0,0,11.299055099487305,C=S(Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,C=S(Cc1cccnc1)c1cc(Cc2cccc(C3CCCCN3)c2)co1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,COCN1CCC(c2cc(O)nc(Oc3coc(C(=N)Cc4c(C)cccc4C)c3)c2)NC1,1,0.15789473684210525,0.4397261838349367,4.113666538576071,1,450.5390000000002,4.297710000000002,0,1,11.29521369934082,COCN1CCC(c2cc(O)nc(Oc3coc(C(=N)Cc4c(C)cccc4C)c3)c2)NC1,N=C(Cc1ccccc1)c1cc(Oc2cc(C3CCNCN3)ccn2)co1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Nc1c(C)cccc1C)c1ccn(Cc2cc(N)cc(C3CCC(CCC)CC3)c2)c1,1,0.16981132075471697,0.3489588679366633,2.8842353170838813,0,441.6630000000003,7.8921400000000075,0,0,11.276141166687012,C=C(Nc1c(C)cccc1C)c1ccn(Cc2cc(N)cc(C3CCC(CCC)CC3)c2)c1,C=C(Nc1ccccc1)c1ccn(Cc2cccc(C3CCCCC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)ccnc1N)c1coc(Cc2cc(C)cc(C3CCC(CCO)NC3)c2)c1,1,0.1271186440677966,0.4574037820364515,4.043587005288192,1,445.6070000000002,4.938340000000005,1,1,11.26478099822998,C=C(Cc1c(C)ccnc1N)c1coc(Cc2cc(C)cc(C3CCC(CCO)NC3)c2)c1,C=C(Cc1cccnc1)c1coc(Cc2cccc(C3CCCNC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CNCN1CCC(c2cc(Cc3ccn(C(=N)Cc4c(C)cccc4C)c3)cc(C)n2)NC1,1,0.1743119266055046,0.3814230015488329,4.018790924828117,1,444.6270000000002,3.938030000000003,0,1,11.248241424560547,CNCN1CCC(c2cc(Cc3ccn(C(=N)Cc4c(C)cccc4C)c3)cc(C)n2)NC1,N=C(Cc1ccccc1)n1ccc(Cc2ccnc(C3CCNCN3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)ncnc1C)n1ccc(Cc2cc(N)cc(C3CCC(CCC)CN3)n2)c1,1,0.11965811965811966,0.5099221111121424,4.290287168954313,0,444.6270000000003,5.017140000000004,1,0,11.189823150634766,C=C(Cc1c(C)ncnc1C)n1ccc(Cc2cc(N)cc(C3CCC(CCC)CN3)n2)c1,C=C(Cc1cncnc1)n1ccc(Cc2cccc(C3CCCCN3)n2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=[PH](Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,1,0.09322033898305085,0.38824421171167306,4.536649151230291,0,462.6180000000003,6.5031600000000065,0,0,11.185317993164062,C=[PH](Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,C=[PH](Cc1cccnc1)c1cc(Cc2cccc(C3CCCCN3)c2)co1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1C)c1cn(Cc2cc(C3CCC(NCN)CN3)cc(C)n2)cn1,1,0.16071428571428573,0.460550510060256,4.145640524109796,1,444.6270000000002,3.8064600000000004,0,1,11.178274154663086,C=C(Cc1c(C)cccc1C)c1cn(Cc2cc(C3CCC(NCN)CN3)cc(C)n2)cn1,C=C(Cc1ccccc1)c1cn(Cc2cc(C3CCCCN3)ccn2)cn1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1N)c1ccn(Cc2cc(C3CCN(CCC)CC3)cc(C)n2)c1,1,0.18518518518518517,0.4368702282505197,3.0681814709300355,0,442.6510000000003,5.975740000000005,0,0,11.175073623657227,C=C(Cc1c(C)cccc1N)c1ccn(Cc2cc(C3CCN(CCC)CC3)cc(C)n2)c1,C=C(Cc1ccccc1)c1ccn(Cc2cc(C3CCNCC3)ccn2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1C)c1ccn(Cc2cc(O)nc(C3CCC(CCO)CC3)c2)c1,1,0.17142857142857143,0.4369913443128561,3.185574760619069,0,444.61900000000026,6.165940000000008,1,0,11.164679527282715,C=C(Cc1c(C)cccc1C)c1ccn(Cc2cc(O)nc(C3CCC(CCO)CC3)c2)c1,C=C(Cc1ccccc1)c1ccn(Cc2ccnc(C3CCCCC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1N)c1ccn(Cc2cc(C)nc(N3CCC(CCC)NC3)c2)c1,1,0.1875,0.4631928405014802,3.742203690785564,0,443.63900000000024,5.3122400000000045,0,0,11.153741836547852,C=C(Cc1c(C)cccc1N)c1ccn(Cc2cc(C)nc(N3CCC(CCC)NC3)c2)c1,C=C(Cc1ccccc1)c1ccn(Cc2ccnc(N3CCCNC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CNCC1CCC(c2cc(C)cc(Cc3ccn(C(=N)Nc4c(C)cccc4C)c3)c2)CC1,1,0.17647058823529413,0.305852000211332,3.003649556036418,0,442.6510000000002,6.3923300000000065,0,0,11.144433975219727,CNCC1CCC(c2cc(C)cc(Cc3ccn(C(=N)Nc4c(C)cccc4C)c3)c2)CC1,N=C(Nc1ccccc1)n1ccc(Cc2cccc(C3CCCCC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Nc1c(C)cccc1C)c1nc(Cc2cc(C3CCC(CCC)NC3)cc(C)n2)no1,1,0.19444444444444445,0.4632102134662496,3.8745151558610242,0,445.6110000000003,5.699160000000005,1,0,11.133951187133789,C=C(Nc1c(C)cccc1C)c1nc(Cc2cc(C3CCC(CCC)NC3)cc(C)n2)no1,C=C(Nc1ccccc1)c1nc(Cc2cc(C3CCCNC3)ccn2)no1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,Cc1cc(C2CCC(CNN)CC2)cc(Cc2cn(C(=O)Cc3c(C)cccc3N)cn2)n1,1,0.19811320754716982,0.289896564011764,3.2305055298498386,1,446.5990000000002,3.687940000000002,0,1,11.094609260559082,Cc1cc(C2CCC(CNN)CC2)cc(Cc2cn(C(=O)Cc3c(C)cccc3N)cn2)n1,O=C(Cc1ccccc1)n1cnc(Cc2cc(C3CCCCC3)ccn2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)ccnc1C)c1ccc(Oc2nc(N)cc(C3CCC(CCC)CC3)n2)o1,1,0.11206896551724138,0.40996455982409674,3.3535094578367453,0,446.5950000000003,6.785740000000006,1,0,11.078520774841309,C=C(Cc1c(C)ccnc1C)c1ccc(Oc2nc(N)cc(C3CCC(CCC)CC3)n2)o1,C=C(Cc1cccnc1)c1ccc(Oc2nccc(C3CCCCC3)n2)o1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CNC)CC3)c2)c1,1,0.12389380530973451,0.4263676295362817,3.0937585576730795,0,441.66300000000024,6.605760000000006,1,0,11.070860862731934,C=C(Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CNC)CC3)c2)c1,C=C(Cc1cccnc1)c1ccn(Cc2cccc(C3CCCCC3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)ccnc1C)n1ccc(Cc2cc(C)nc(C3NCC(COC)CN3)c2)c1,1,0.12280701754385964,0.5495054596999028,3.7369713236305255,1,445.61100000000016,3.961560000000002,1,1,11.064059257507324,C=C(Cc1c(C)ccnc1C)n1ccc(Cc2cc(C)nc(C3NCC(COC)CN3)c2)c1,C=C(Cc1cccnc1)n1ccc(Cc2ccnc(C3NCCCN3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CCOC1CNC(c2cc(N)cc(Nn3ccc(C(=N)Cc4c(C)cccc4C)c3)c2)NC1,1,0.13513513513513514,0.2679215452009407,3.6129687049725883,1,446.5990000000002,3.7694100000000024,0,1,11.053996086120605,CCOC1CNC(c2cc(N)cc(Nn3ccc(C(=N)Cc4c(C)cccc4C)c3)c2)NC1,N=C(Cc1ccccc1)c1ccn(Nc2cccc(C3NCCCN3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1N)c1cn(Cc2cc(C)nc(C3CCC(CCC)CC3)c2)cn1,1,0.15315315315315314,0.38788768707736265,3.1237016018629316,0,442.6510000000003,6.855240000000007,0,0,11.04559326171875,C=C(Cc1c(C)cccc1N)c1cn(Cc2cc(C)nc(C3CCC(CCC)CC3)c2)cn1,C=C(Cc1ccccc1)c1cn(Cc2ccnc(C3CCCCC3)c2)cn1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)cccc1C)c1ccn(Cc2cc(C)nc(C3CNC(CCN)CO3)c2)c1,1,0.14912280701754385,0.5372607627157298,4.121518756515688,1,444.6230000000002,4.490860000000002,1,1,11.04384708404541,C=C(Cc1c(C)cccc1C)c1ccn(Cc2cc(C)nc(C3CNC(CCN)CO3)c2)c1,C=C(Cc1ccccc1)c1ccn(Cc2ccnc(C3CNCCO3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)c1,1,0.11016949152542373,0.40963435127630327,3.9123505077431844,0,441.66300000000024,6.953360000000007,1,0,11.031999588012695,C=C(Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)c1,C=C(Cc1cccnc1)c1ccn(Cc2cccc(C3CCCCN3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,CCC[SH]1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CO1,1,0.1592920353982301,0.3589370572058207,4.674432504469861,0,465.66700000000026,5.087330000000005,0,0,10.985931396484375,CCC[SH]1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CO1,N=C(Cc1ccccc1)c1cn(Cc2ccnc(C3CCSOC3)n2)cn1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Cc1c(C)ncnc1C)c1ccc(Nc2cc(F)cc(C3CNC(CCC)CN3)c2)o1,1,0.11206896551724138,0.4373959520434169,4.204393879265279,0,449.57400000000024,5.2276400000000045,1,0,10.970300674438477,C=C(Cc1c(C)ncnc1C)c1ccc(Nc2cc(F)cc(C3CNC(CCC)CN3)c2)o1,C=C(Cc1cncnc1)c1ccc(Nc2cccc(C3CNCCN3)c2)o1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
diffusion,C=C(Nc1c(C)ncnc1C)n1ccc(Cc2cc(C)cc(C3CNC(CCC)CN3)c2)c1,1,0.13392857142857142,0.46841001283700695,4.237285859625345,1,444.62700000000024,4.737060000000004,1,1,10.949841499328613,C=C(Nc1c(C)ncnc1C)n1ccc(Cc2cc(C)cc(C3CNC(CCC)CN3)c2)c1,C=C(Nc1cncnc1)n1ccc(Cc2cccc(C3CNCCN3)c2)c1,CC(CC1CCCCC1)C1CCC(CC2CCCC(C3CCCCC3)C2)C1
