generator,smiles,valid,tanimoto,QED,SA,lipinski_pass,MW,cLogP,AlertFree,LipinskiPass,PredAffinity
diffusion,C=C(Oc1c(C)cccc1C)c1ccn(Cc2cc(N3NCC(CCC)NO3)cc(C)n2)c1,1,0.1391304347826087,0.4821759256004668,4.145032496022879,1,447.5830000000002,4.835860000000004,0,1,11.404389381408691
diffusion,C=C(Cc1c(C)cccc1C)c1cn(Cc2cc(C3CCC(NCN)CN3)cc(C)n2)cn1,1,0.16071428571428573,0.460550510060256,4.145640524109796,1,444.6270000000002,3.8064600000000004,0,1,11.178274154663086
diffusion,C=C(Oc1c(C)cncc1C)c1ccn(Cc2nc(C)cc(C3CNC(CCC)NN3)n2)c1,1,0.1206896551724138,0.45509801021977647,4.490221211507505,1,447.58700000000016,3.5610600000000012,0,1,11.523955345153809
diffusion,C=[PH](CC1=C(N)OC=CN1C)c1cc(Cc2nc(C)cc(C3NCC(CCC)OO3)n2)co1,1,0.0975609756097561,0.44163818193931703,5.501273864814579,1,473.5140000000003,2.5200199999999997,0,1,11.276257514953613
diffusion,C=S(CC1=C(N)OC=CN1C)c1cc(Cc2nc(C)cc(C3NCC(CCC)OO3)n2)co1,1,0.0975609756097561,0.44084756583817486,5.375135403276117,1,473.59900000000033,3.308320000000002,0,1,11.346725463867188
diffusion,COCN1CCC(c2cc(O)nc(Oc3coc(C(=N)Cc4c(C)cccc4C)c3)c2)NC1,1,0.15789473684210525,0.4397261838349367,4.113666538576071,1,450.5390000000002,4.297710000000002,0,1,11.29521369934082
diffusion,CNNC1CCN(c2cc(C)cc(Cc3coc(S(=O)Cc4c(C)ccnc4C)c3)c2)NC1,1,0.12931034482758622,0.4386026508871927,4.4811033719003035,1,467.63900000000024,3.305760000000001,0,1,11.697708129882812
diffusion,CC1=COC=C(N)N1CC(=N)n1ccc(Cc2cc(C)cc(C3CCC(CCO)CC3)c2)n1,1,0.13274336283185842,0.43414201816889453,3.6516259881149775,1,449.59900000000033,4.214990000000004,0,1,11.360344886779785
diffusion,Cc1cc(Cn2cnc(C(=O)Oc3c(C)cccc3C)n2)cc(N2CCN(CCO)OC2)c1,1,0.24271844660194175,0.43267627154890326,3.161237935741819,1,451.5270000000003,2.474260000000001,0,1,10.772348403930664
diffusion,C=C(Cc1c(C)cccc1O)n1ccc(Cc2cc(N)cc(C3CCC(CNC)NC3)c2)c1,1,0.1391304347826087,0.3875426496634987,4.077016628856114,1,444.6230000000002,4.443520000000003,0,1,11.4421968460083
diffusion,CNCN1CCC(c2cc(Cc3ccn(C(=N)Cc4c(C)cccc4C)c3)cc(C)n2)NC1,1,0.1743119266055046,0.3814230015488329,4.018790924828117,1,444.6270000000002,3.938030000000003,0,1,11.248241424560547
diffusion,CCNC1CCC(c2cc(C)cc(Cc3cnn(C(=N)Cc4c(C)ccnc4C)c3)c2)NC1,1,0.1282051282051282,0.37571922888213494,4.095809100214543,1,444.6270000000002,4.264830000000003,0,1,11.805554389953613
diffusion,CNNC1CCN(c2cc(C)cc(Cc3coc(C(=O)Cc4c(C)ccnc4C)c3)c2)NC1,1,0.1504424778761062,0.3605014976612528,3.9816346236824547,1,447.58300000000025,3.4233600000000015,0,1,11.768340110778809
diffusion,CCC[SH]1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CN1,1,0.16071428571428573,0.33458248260126067,4.685606645222726,1,464.6830000000002,4.660330000000004,0,1,11.389928817749023
diffusion,C=C(Nc1c(C)cnnc1C)n1ccc(Cc2cc(N)cc(C3NCN(CNC)ON3)c2)c1,1,0.13675213675213677,0.32953469229505106,4.603425622045793,1,449.56300000000016,2.082640000000001,0,1,11.649581909179688
diffusion,COOC1CNN(c2cc(C)cc(Cn3ccc(C(=O)Cc4c(C)cccc4C)c3)c2)CO1,1,0.1415929203539823,0.3175131605509416,3.88505917360062,1,449.5510000000003,4.089860000000003,0,1,10.710777282714844
diffusion,Cc1cc(Cn2cnc(C(=O)Oc3c(C)cccc3C)n2)cc(N2CC[SH](CCO)OC2)c1,1,0.2169811320754717,0.3114265403640966,4.092592397823207,1,470.5950000000003,3.1734600000000013,0,1,10.83422565460205
diffusion,C=C(Oc1c(C)ncnc1N)n1cnc(Cc2cc(N)cc(C3CCC(NCC)CN3)c2)n1,1,0.09836065573770492,0.30005731341201886,4.3294217025058686,1,449.5630000000002,2.04152,0,1,11.791177749633789
diffusion,C=[PH](Cc1c(C)cccc1C)c1cc(Cc2cc(N)nc(N3CCC(CNO)NC3)c2)co1,1,0.1891891891891892,0.2985299221314902,4.650064746695722,1,467.5540000000002,3.0407400000000004,0,1,11.548802375793457
diffusion,C=S(Cc1c(C)cccc1C)c1cc(Cc2cc(N)nc(N3CCC(CNO)NC3)c2)co1,1,0.1891891891891892,0.29511717491595985,4.506624484829927,1,467.6390000000002,3.8290400000000018,0,1,11.76562213897705
diffusion,CNCN1CCC(c2cc(C)cc(Cc3ccn(C(=N)Oc4c(C)cccc4O)c3)c2)NN1,1,0.14912280701754385,0.29354843243314044,4.20626048292959,1,448.5710000000001,3.196110000000001,0,1,11.868934631347656
diffusion,Cc1cc(C2CCC(CNN)CC2)cc(Cc2cn(C(=O)Cc3c(C)cccc3N)cn2)n1,1,0.19811320754716982,0.289896564011764,3.2305055298498386,1,446.5990000000002,3.687940000000002,0,1,11.094609260559082
diffusion,CC1=C(CC(=N)n2cnc(Cc3cc(C)cc(C4CCC(COO)CC4)n3)c2)N(C)OC=C1,1,0.12280701754385964,0.27111711208405925,3.9977798342688233,1,451.57100000000025,4.820890000000004,0,1,10.91108512878418
diffusion,CCOC1CNC(c2cc(N)cc(Nn3ccc(C(=N)Cc4c(C)cccc4C)c3)c2)NC1,1,0.13513513513513514,0.2679215452009407,3.6129687049725883,1,446.5990000000002,3.7694100000000024,0,1,11.053996086120605
diffusion,Cc1cccc(C)c1CC(=N)n1ccc(Cc2cc(C3CCC(NCN)CC3)cc(N)n2)c1,1,0.16666666666666666,0.2479628527017658,3.3963161681477105,1,444.6270000000003,4.273010000000002,0,1,11.464469909667969
diffusion,Cc1cc(Cn2ccc(C(=N)Cc3c(N)cccc3O)c2)cc(N2CCC(OCO)CC2)c1,1,0.1415929203539823,0.23887963028149425,3.1777148588187423,1,448.5670000000003,3.678390000000003,0,1,10.639412879943848
diffusion,COOC1CN[SH](c2cc(C)cc(Cn3ccc(C(=O)Cc4c(C)cccc4C)c3)c2)CO1,1,0.17117117117117117,0.21823245064750085,4.579310900541874,1,468.6190000000003,4.643560000000004,0,1,10.597585678100586
diffusion,Cc1cc(Cn2ccc(C(=N)Cc3c(N)cccc3O)c2)cc(N2CCC(NCO)CC2)c1,1,0.15178571428571427,0.20682772850235825,3.1694439913883006,1,447.58300000000025,3.2513900000000016,0,1,10.711007118225098
diffusion,C=C(Cc1c(C)ccnc1C)n1ccc(CC2=NC(C)=CN(C3CCC(CCN)CC3)O2)c1,1,0.11206896551724138,0.6060537009887591,3.8909022565274167,0,447.6270000000003,5.170440000000005,1,0,11.16840648651123
diffusion,C=C(Cc1c(C)cccc1C)n1ccc(CC2=CN(C3CCC(NCC)NC3)C=C(C)O2)c1,1,0.12280701754385964,0.5931416183790155,4.644455581392939,0,446.63900000000024,5.083340000000003,1,0,11.84848403930664
diffusion,C=C(CN1C(C)=CC=CN1C)c1ccn(Cc2cc(C)cc(C3CCC(CCC)NC3)c2)c1,1,0.1,0.5341619951454196,4.308559673045967,0,444.66700000000026,6.073620000000006,1,0,11.030165672302246
diffusion,C=C(Cc1c(N)ccnc1C)c1cc(Cc2nc(C)cc(C3CCN(CCC)CC3)n2)co1,1,0.1504424778761062,0.5194819206843468,3.279576888278644,0,445.61100000000033,5.099740000000005,1,0,11.536539077758789
diffusion,C=C(Cc1c(C)cccc1C)n1ncc(Cc2cc(C)nc(C3CCC(CCC)NN3)c2)n1,1,0.15454545454545454,0.5117082323965957,4.33412939481356,0,444.6270000000002,5.000360000000003,1,0,11.502452850341797
diffusion,C=C(Cc1c(C)ncnc1C)n1ccc(Cc2cc(N)cc(C3CCC(CCC)CN3)n2)c1,1,0.11965811965811966,0.5099221111121424,4.290287168954313,0,444.6270000000003,5.017140000000004,1,0,11.189823150634766
diffusion,C=C(Cc1c(C)cccc1C)n1ccc(Nc2cc(C)cc(N3CCN(CNC)OC3)c2)c1,1,0.1792452830188679,0.5075374938291178,3.5470860535814257,0,445.6110000000003,5.058360000000004,1,0,11.071379661560059
diffusion,C=C(Cc1c(C)cncc1N)n1ccc(Cc2cc(C)cc(N3CCC(CCC)ON3)c2)c1,1,0.1271186440677966,0.4986790275468057,4.180789451833027,0,445.6110000000002,5.2013400000000045,1,0,11.102928161621094
diffusion,C=C(Cc1c(O)ccnc1C)n1cnc(Cc2cc(C)cc(N3CCC(CCC)CO3)c2)c1,1,0.11864406779661017,0.4975712213646628,4.029611546759377,0,446.5950000000003,5.4627400000000055,1,0,10.806873321533203
diffusion,C=C(Cc1c(N)ccnc1C)c1ncn(Nc2cc(C)cc(C3CCC(CCC)CC3)n2)n1,1,0.13043478260869565,0.47719456500962343,3.5404413727303616,0,445.61500000000035,5.472140000000005,1,0,11.904984474182129
diffusion,C=C(Nc1c(C)cccc1C)c1nc(Cc2cc(C3CCC(CCC)NC3)cc(C)n2)no1,1,0.19444444444444445,0.4632102134662496,3.8745151558610242,0,445.6110000000003,5.699160000000005,1,0,11.133951187133789
diffusion,C=C(Cc1c(C)ncnc1C)c1ccc(Nc2cc(F)cc(C3CNC(CCC)CN3)c2)o1,1,0.11206896551724138,0.4373959520434169,4.204393879265279,0,449.57400000000024,5.2276400000000045,1,0,10.970300674438477
diffusion,C=C(Cc1c(C)cccc1C)c1ccn(Cc2cc(O)nc(C3CCC(CCO)CC3)c2)c1,1,0.17142857142857143,0.4369913443128561,3.185574760619069,0,444.61900000000026,6.165940000000008,1,0,11.164679527282715
diffusion,C=C(Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CNC)CC3)c2)c1,1,0.12389380530973451,0.4263676295362817,3.0937585576730795,0,441.66300000000024,6.605760000000006,1,0,11.070860862731934
diffusion,C=C(Cc1c(C)cncc1C)c1ncc(Cc2cc(C)nc(C3CCC(NCC)CC3)c2)s1,1,0.14953271028037382,0.4260042985282563,3.2908659226485293,0,460.69100000000026,6.340760000000007,1,0,11.800484657287598
diffusion,C=C(Cc1c(C)ccnc1C)c1ccc(Oc2nc(N)cc(C3CCC(CCC)CC3)n2)o1,1,0.11206896551724138,0.40996455982409674,3.3535094578367453,0,446.5950000000003,6.785740000000006,1,0,11.078520774841309
diffusion,C=C(Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)c1,1,0.11016949152542373,0.40963435127630327,3.9123505077431844,0,441.66300000000024,6.953360000000007,1,0,11.031999588012695
diffusion,C=C(Cc1c(C)cccc1C)n1cc(Nc2cc(C)nc(C3CCC(CCC)CC3)n2)cn1,1,0.20388349514563106,0.4022269709882723,3.103070832632161,0,443.6390000000003,7.129260000000007,1,0,11.917524337768555
diffusion,C=C(Cc1c(C)cccc1C)c1coc(Cc2cc(C)nc(C3CCC(CCC)CN3)c2)c1,1,0.13274336283185842,0.3979835362054392,3.948792406270189,0,442.6470000000002,7.287360000000008,1,0,11.304621696472168
diffusion,C=C(Cc1c(C)cccc1Cl)c1ccc(CC2=CN(C)OC(C3CCC(CCC)CC3)=C2)o1,1,0.17272727272727273,0.3916993355678834,3.5465174774766792,0,466.06500000000034,8.291120000000005,1,0,11.072976112365723
diffusion,C=C(Cc1c(C)cccc1C)n1ccc(Cc2cc(C)cc(C3CCC(CNC)CC3)c2)c1,1,0.14285714285714285,0.39142887546684063,3.0286079848416545,0,440.67500000000024,7.210760000000008,1,0,11.895591735839844
diffusion,C=C(Cc1c(C)cccc1C)c1ccn(Nc2cc(C)cc(C3CCC(CCC)CC3)c2)c1,1,0.14018691588785046,0.37079601131583156,3.0648981648743883,0,440.67500000000035,8.618360000000003,1,0,11.376338958740234
diffusion,C=C(Cc1c(C)cncc1C)c1ccc(Cc2cc(C)cc(C3CCC(CCC)CC3)c2)o1,1,0.11009174311926606,0.34995540895344357,3.0334732876239787,0,441.65900000000033,8.520460000000003,1,0,11.6349458694458
diffusion,C=C(Cc1c(N)cncc1N)n1cc(Nc2cc(N3CNC(NCC)NC3)nc(C)n2)cn1,1,0.23076923076923078,0.2880401802684572,3.9776690323048296,0,450.5550000000002,0.8052200000000003,1,0,11.531431198120117
diffusion,C=[PH](Cc1c(C)ccnc1C)n1ccc(CC2=NC(C)=CN(C3CCC(CCN)CC3)O2)c1,1,0.10256410256410256,0.5508044256604605,4.626302708788837,0,467.59800000000035,5.066540000000003,0,0,11.230480194091797
diffusion,CC1=CC=CC(C)=S1CC(=O)n1cnc(Nc2cc(C)cc(C3CCC(CCO)CC3)c2)n1,1,0.15178571428571427,0.5222307133984943,4.108752626955777,0,466.65100000000035,5.5613200000000065,0,0,10.721145629882812
diffusion,C=C(Cc1c(C)ccnc1C)C1=CN(CC2=CC(C)=NN(C3CCC(CCC)CC3)O2)OO1,1,0.11206896551724138,0.47285091973454757,4.183587853908759,0,452.59900000000033,5.683240000000006,0,0,10.906846046447754
diffusion,C=C(Cc1c(C)cccc1N)c1ccn(Cc2cc(C)nc(N3CCC(CCC)NC3)c2)c1,1,0.1875,0.4631928405014802,3.742203690785564,0,443.63900000000024,5.3122400000000045,0,0,11.153741836547852
diffusion,C=C(Cc1c(C)ccnc1C)n1ccc(Cc2cc(O)cc(C3OCC(CCC)OO3)c2)c1,1,0.11206896551724138,0.45086650566311404,4.292293388266915,0,448.5630000000002,5.655440000000006,0,0,10.743839263916016
diffusion,C=C(Cc1c(C)cccc1N)c1ccn(Cc2cc(C3CCN(CCC)CC3)cc(C)n2)c1,1,0.18518518518518517,0.4368702282505197,3.0681814709300355,0,442.6510000000003,5.975740000000005,0,0,11.175073623657227
diffusion,CNCC1CCC(c2cc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)c2)CC1,1,0.1588785046728972,0.4229340754503709,3.0150637949889543,0,442.65100000000024,5.960430000000006,0,0,11.65942096710205
diffusion,CCCC1CCN(c2cc(C)cc(Cn3ccc(C(=N)Cc4c(C)cccc4C)c3)c2)CO1,1,0.14545454545454545,0.4078961960524605,3.579389124500784,0,443.6350000000002,6.4251300000000064,0,0,10.77474308013916
diffusion,C=C(Cc1c(O)ccnc1C)n1cnc(Cc2cc(C)cc(N3CCC(CCC)CS3)c2)c1,1,0.1271186440677966,0.4052163694627106,4.107496162143992,0,462.6630000000003,6.179340000000006,0,0,10.661438941955566
diffusion,C=C(Cc1c(C)cccc1N)c1coc(Cc2cc(C)cc(C3CCC(CCN)NC3)c2)c1,1,0.1206896551724138,0.4012670830200754,3.9743930609346734,0,443.6350000000002,5.509740000000004,0,0,11.56119441986084
diffusion,C=[PH](Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,1,0.09322033898305085,0.38824421171167306,4.536649151230291,0,462.6180000000003,6.5031600000000065,0,0,11.185317993164062
diffusion,C=C(Cc1c(C)cccc1N)c1cn(Cc2cc(C)nc(C3CCC(CCC)CC3)c2)cn1,1,0.15315315315315314,0.38788768707736265,3.1237016018629316,0,442.6510000000003,6.855240000000007,0,0,11.04559326171875
diffusion,C=C(Cc1c(C)cccc1C)c1ccn(CS2=CC(C3CCC(CCN)OC3)=PC(C)=N2)c1,1,0.11965811965811966,0.3714159821952066,5.097100215060077,0,481.6460000000003,5.999040000000006,0,0,10.810423851013184
diffusion,C=C(Nc1c(C)cccc1O)n1ccc(Cc2cc(C)cc(C3CCC(CNC)CN3)c2)c1,1,0.16216216216216217,0.3607116776959661,3.9734665470230537,0,444.6230000000002,5.2017400000000045,0,0,11.992692947387695
diffusion,CCC[SH]1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CO1,1,0.1592920353982301,0.3589370572058207,4.674432504469861,0,465.66700000000026,5.087330000000005,0,0,10.985931396484375
diffusion,C=C(CN1C(N)=NC=CN1C)n1ccc(Cc2cc(C)cc(N3CNC(NNC)NC3)n2)c1,1,0.15789473684210525,0.35726116372183797,4.465147919375207,0,451.5830000000001,0.12312000000000306,0,0,11.904372215270996
diffusion,C=S(Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,1,0.09243697478991597,0.35714565403764026,4.410510689691828,0,462.70300000000026,7.291460000000008,0,0,11.299055099487305
diffusion,C=C(Nc1c(C)cccc1C)c1ccn(Cc2cc(N)cc(C3CCC(CCC)CC3)c2)c1,1,0.16981132075471697,0.3489588679366633,2.8842353170838813,0,441.6630000000003,7.8921400000000075,0,0,11.276141166687012
diffusion,C=C(Cc1c(C)cccc1C)c1cc(Cc2cc(C3CCC(OOO)NC3)cc(C)n2)co1,1,0.14414414414414414,0.34198777131555835,4.308060327710452,0,448.5630000000002,5.660860000000005,0,0,11.2244291305542
diffusion,C=C(NN1C(C)=NC=NP1O)c1cn(Cc2cc(N)cc(N3CNN(OCC)CO3)c2)cn1,1,0.12096774193548387,0.3276463914152791,5.1822081097708335,0,474.4660000000003,1.3950999999999996,0,0,11.221661567687988
diffusion,C=C(NN1C(C)=NC=NP1O)c1cn(Cc2cc(N)cc(N3CNP(OCC)CO3)c2)cn1,1,0.112,0.32426031968466906,5.596618756515689,0,491.4330000000003,2.575000000000001,0,0,11.17247486114502
diffusion,C=C(Cc1c(C)cccc1C)c1cc(Nc2cc(C3CCC(OON)NC3)cc(C)n2)co1,1,0.17272727272727273,0.32140341557641966,4.373490769608978,0,448.56700000000023,5.214360000000004,0,0,11.430049896240234
diffusion,C=C(Cc1c(C)cccc1C)c1ccn(CS2=CC(C3CCC(CCN)OC3)=IC(C)=N2)c1,1,0.11965811965811966,0.3081954332684457,5.149827547302303,0,577.5760000000001,6.023540000000006,0,0,10.804411888122559
diffusion,CNCC1CCC(c2cc(C)cc(Cc3ccn(C(=N)Nc4c(C)cccc4C)c3)c2)CC1,1,0.17647058823529413,0.305852000211332,3.003649556036418,0,442.6510000000002,6.3923300000000065,0,0,11.144433975219727
diffusion,C=C(Cc1c(C)cccc1C)c1cc(Nc2cc(C3CCC(OOO)NC3)cc(C)n2)co1,1,0.17272727272727273,0.29516348030184164,4.327322684502596,0,449.5510000000002,5.813660000000005,0,0,11.279943466186523
diffusion,C=C(Nc1c(C)ccnc1N)n1ccc(Cc2cc(C)cc(C3CCC(NNC)NN3)n2)n1,1,0.1891891891891892,0.286507771518259,4.709388150951041,0,448.57900000000006,1.98244,0,0,11.799257278442383
diffusion,C=[IH](Cc1c(C)ccnc1C)c1ccn(Cc2cc(C)cc(C3CCC(CNC)CC3)c2)c1,1,0.11403508771929824,0.25707615043178694,3.981840842995057,0,557.5640000000002,6.390360000000006,0,0,11.460186004638672
diffusion,C=[IH](Cc1c(C)ccnc1C)c1cc(Cc2cc(C)cc(C3CCC(CCC)CN3)c2)co1,1,0.10256410256410256,0.23746084415770666,4.591379756794938,0,558.5480000000005,7.071960000000007,0,0,11.520808219909668
diffusion,CC1=CC(Cc2ccn(C(=N)Nc3c(C)ccnc3C)c2)=CN(N2CNC(NCN)NC2)O1,1,0.15789473684210525,0.21649987748809588,4.532416659146074,0,452.5670000000002,1.0865100000000014,0,0,11.8264741897583
diffusion,C=[IH](Cc1c(C)cccc1C)c1cc(Cc2cc(N)nc(N3CCC(CNO)NC3)c2)co1,1,0.2,0.18892162275463803,4.704795352260371,0,563.4840000000003,3.609540000000001,0,0,11.781414031982422
diffusion,CCCI1CCC(c2nc(C)cc(Cn3cnc(C(=N)Cc4c(C)cccc4C)c3)n2)CN1,1,0.16071428571428573,0.17325069113719296,4.471956391276562,0,558.5120000000002,5.165530000000004,0,0,11.351866722106934
diffusion,C=C(NN1C(C)=NC=NP1O)c1cn(Cc2cc(N)cc(N3CNI(OCC)CO3)c2)cn1,1,0.112,0.1208094373951841,5.471056554942683,0,587.363,2.599500000000001,0,0,11.242694854736328
