ident,role,label,model_pred,corr_to_mean_profile,profile_max,profile_entropy
CHEMBL245996,active,1,11.983593940734863,0.7052833233240329,0.012234115041792393,6.896416682880995
CHEMBL186580,active,1,13.11829948425293,0.9654789640245287,0.0037110764533281326,6.873692758444992
CHEMBL246687,active,1,12.638961791992188,0.986377621333074,0.003232630668208003,6.89422106563237
CHEMBL135853,active,1,12.793272018432615,0.9496127086502087,0.0026938747614622116,6.921786435775405
CHEMBL162981,active,1,12.762932777404783,0.9862275169249487,0.0032209560740739107,6.917913450119579
CHEMBL312753,active,1,12.305615425109863,0.9845077684532638,0.0040703038685023785,6.937297736980887
CHEMBL251125,active,1,12.215425491333008,0.9750098373625529,0.002647041343152523,6.975820345206321
CHEMBL387187,active,1,12.23398780822754,0.9667006057129801,0.003071238286793232,6.91107561062398
CHEMBL293749,active,1,11.734570503234863,0.9878866780914689,0.004354498814791441,6.856847493953772
CHEMBL231875,active,1,12.57106113433838,0.983832009261797,0.004070977680385113,6.8547882489193395
CHEMBL304442,active,1,11.425460815429688,0.9815148252256505,0.0033609133679419756,6.842846170081598
CHEMBL169390,active,1,11.542561531066896,0.9438009189217613,0.002719979966059327,6.904152631475982
CHEMBL138940,active,1,13.413970947265623,0.9723955137726409,0.004162906669080257,6.893241253547601
CHEMBL24133,active,1,12.93371295928955,0.9755913829129741,0.003712546080350876,6.926573990975297
CHEMBL417478,active,1,14.404494285583496,0.9701797880027915,0.005489584524184465,6.826413681690665
CHEMBL97162,active,1,12.591794967651367,0.9863385627178145,0.0027976154815405607,6.939909696281161
CHEMBL202556,active,1,11.971661567687988,0.978340469763916,0.004927654284983873,6.844115626329595
CHEMBL56731,active,1,11.97056007385254,0.9898582243956789,0.004111943766474724,6.842462947172824
CHEMBL475768,active,1,14.686190605163574,0.9888519851533292,0.004059646278619766,6.940838561951129
CHEMBL513418,active,1,14.378883361816406,0.9627944693592239,0.0023882638197392225,6.969374081392043
CHEMBL195204,active,1,12.71796417236328,0.9791727324063361,0.003079035086557269,6.902328641917896
CHEMBL204420,active,1,13.798095703125,0.9852184301974435,0.004057735670357943,6.911809415189418
CHEMBL204268,active,1,14.683263778686523,0.9791068847408902,0.002780079608783126,6.931006991444664
CHEMBL293584,active,1,10.792953491210938,0.9632808891632004,0.0049246083945035934,6.905549564128039
CHEMBL217090,active,1,12.235113143920898,0.9914883461045468,0.003167366376146674,6.919404636952008
CHEMBL205776,active,1,13.708413124084473,0.9800905059540418,0.0038352629635483027,6.900528335587582
CHEMBL506414,active,1,14.29831886291504,0.9918680678597386,0.003711376339197159,6.902843304609681
CHEMBL55729,active,1,10.718937873840332,0.9736412704952354,0.0030605243518948555,6.905723226914966
CHEMBL574738,active,1,11.969470024108888,0.948989140868421,0.0050866445526480675,6.880199751178072
CHEMBL247916,active,1,11.630487442016602,0.9846239912725299,0.0033626279328018427,6.894042798123715
CHEMBL291514,active,1,11.663609504699709,0.981292138128196,0.0036877114325761795,6.901086822577815
CHEMBL489058,active,1,14.120630264282228,0.9849766387413088,0.003832160262390971,6.935592151596884
CHEMBL456758,active,1,13.001243591308594,0.9949348175750127,0.003153471974655986,6.906345181843797
CHEMBL94109,active,1,13.059928894042969,0.9675658212460675,0.004764690529555082,6.86736898392433
CHEMBL278041,active,1,11.654728889465332,0.944047835459338,0.002863123081624508,6.9238827376869825
CHEMBL399373,active,1,11.711910247802734,0.9833144168979826,0.004038771614432335,6.891862942440756
CHEMBL370934,active,1,14.851113319396973,0.978210062721801,0.003416440449655056,6.963013176691197
CHEMBL203599,active,1,12.062623023986816,0.9675502231954866,0.004722793120890856,6.860664910337138
CHEMBL1095761,active,1,12.394582748413086,0.9281567442687223,0.004410841036587954,6.97518011272203
CHEMBL473553,active,1,13.429790496826172,0.9374219065159065,0.0030408368911594152,6.887729948999226
CHEMBL258694,active,1,12.426957130432127,0.9435317510765519,0.0028640555683523417,6.927028609634912
CHEMBL169514,active,1,11.607281684875488,0.989791869429462,0.0038818493485450745,6.879782651953981
CHEMBL81712,active,1,12.90054702758789,0.9581093984150535,0.0027609902899712324,6.903614204344415
CHEMBL255866,active,1,12.038177490234377,0.9708566470651165,0.005062074866145849,6.872764569940652
CHEMBL408683,active,1,11.694445610046388,0.9567305020147705,0.002644645282998681,6.952602450070959
CHEMBL166307,active,1,12.755488395690918,0.9634448750835293,0.004301142413169146,6.872475739208705
CHEMBL1421,active,1,11.268098831176758,0.9883850663416716,0.0038227608893066645,6.896970081427839
CHEMBL80540,active,1,12.02635669708252,0.9895378786105725,0.003897677408531308,6.88793934968827
CHEMBL207674,active,1,13.800334930419922,0.9913338570762796,0.003637725254520774,6.922339279895443
CHEMBL207037,active,1,13.677009582519531,0.9815028271231172,0.0029089779127389193,6.9414355841676745
CHEMBL178265,active,1,12.230916976928713,0.9543827022454816,0.002507219323888421,6.938468619374663
CHEMBL258940,active,1,11.379091262817385,0.9824984301951935,0.0035044776741415262,6.911752868880644
CHEMBL398960,active,1,11.28298568725586,0.9696485535233801,0.0030468690674751997,6.907940329844267
CHEMBL328977,active,1,10.987194061279297,0.9708733972450584,0.0061207604594528675,6.823921037378982
CHEMBL939,active,1,13.554595947265623,0.974826687064815,0.004221880342811346,6.873424225341705
CHEMBL455433,active,1,11.086614608764648,0.9734150389579521,0.004831439349800348,6.920696209962276
CHEMBL180175,active,1,13.59414768218994,0.9439609266174211,0.002333857351914048,6.978952851921582
CHEMBL606403,active,1,11.946857452392578,0.9851997986223265,0.003410300239920616,6.914887817738639
CHEMBL193368,active,1,11.949934005737305,0.9797467750571768,0.003467703238129616,6.907056866356282
CHEMBL472581,active,1,12.168241500854492,0.9330338817981524,0.006665889173746109,6.887106937537427
CHEMBL583218,active,1,11.735834121704102,0.9798445458924895,0.004332605749368668,6.866862820147921
CHEMBL366580,active,1,12.335567474365234,0.9916545168987225,0.003225266933441162,6.922665204930268
CHEMBL138125,active,1,11.201523780822754,0.9949039727406734,0.00381741882301867,6.880163688831239
CHEMBL372112,active,1,12.120043754577637,0.9796445503001324,0.003329921280965209,6.9043417049431755
CHEMBL346863,active,1,13.556048393249512,0.917131188153819,0.002688545733690262,6.943526436467848
CHEMBL90595,active,1,10.875930786132812,0.9851437492707669,0.005038558971136808,6.847073100833953
CHEMBL453398,active,1,14.147100448608398,0.9939044136266147,0.003576927585527301,6.892974467596936
CHEMBL216048,active,1,11.192977905273438,0.9697932471963864,0.0029913035687059164,6.938949390181639
CHEMBL511623,active,1,13.893596649169922,0.9884647778826056,0.004033873323351145,6.891292540167692
CHEMBL480349,active,1,14.36610221862793,0.9933322968520305,0.003408261341974139,6.9364663255090155
CHEMBL178199,active,1,12.811838150024414,0.9884373186055023,0.003255080431699753,6.929072998508808
CHEMBL137364,active,1,10.634076118469238,0.9669285057321771,0.00529627176001668,6.859503951771
CHEMBL246492,active,1,11.95821762084961,0.9839835145103202,0.0031809473875910044,6.882665150927377
CHEMBL213560,active,1,11.85120964050293,0.9875068978311308,0.0035614476073533297,6.90473626187109
CHEMBL325589,active,1,11.605027198791504,0.9630282481406075,0.0027970485389232635,6.9424883258704115
CHEMBL471058,active,1,14.17569351196289,0.9730606624975527,0.0025197637733072042,6.950082954587168
CHEMBL206955,active,1,13.997549057006836,0.9926041523971338,0.0030038536060601473,6.9477866247474855
CHEMBL294475,active,1,11.695542335510254,0.9675667948672277,0.004430520813912153,6.8599995785699
CHEMBL120069,active,1,11.25637149810791,0.9496279678378389,0.0028080346528440714,6.894048204734824
CHEMBL51028,active,1,13.049641609191896,0.9599993486455567,0.003912804648280144,6.9427606833239945
CHEMBL28418,active,1,12.049057006835938,0.9942136835263774,0.004196933005005121,6.8645597495958
CHEMBL281543,active,1,12.506348609924316,0.9399720472981229,0.005685163661837578,6.835203568928781
CHEMBL569880,active,1,14.19959831237793,0.9799079020773193,0.0031044220086187124,6.912496962953355
CHEMBL1082012,active,1,14.032903671264648,0.9309272347402271,0.003996388986706734,6.937986644110913
CHEMBL30432,active,1,12.370977401733398,0.8885015332264434,0.007894988171756268,6.866002324980418
CHEMBL473944,active,1,11.894672393798828,0.9798906380200048,0.0036379043012857437,6.906827733058086
CHEMBL319620,active,1,11.655170440673828,0.9902041680982601,0.004468446597456932,6.882440036133185
CHEMBL519757,active,1,14.162554740905762,0.9915773531251155,0.0035158556420356035,6.909644624387654
CHEMBL65376,active,1,11.394749641418455,0.98700916965751,0.003508420428261161,6.883933761130732
CHEMBL474343,active,1,11.71759796142578,0.9908921772646303,0.0038527895230799913,6.843417869819311
CHEMBL144842,active,1,11.738758087158203,0.9865773590924514,0.004609344061464071,6.8657190936278125
CHEMBL246284,active,1,12.41798973083496,0.987142401995489,0.003308783285319805,6.881482182268654
CHEMBL332906,active,1,12.787479400634766,0.9360238158919425,0.0023543250281363726,6.968827937039256
CHEMBL368702,active,1,13.459656715393066,0.9877840783231867,0.0031376893166452646,6.9236962441182275
CHEMBL256297,active,1,14.001760482788086,0.9838203332528014,0.0036644681822508574,6.899543629666928
CHEMBL207869,active,1,12.345970153808594,0.9927732558611788,0.0040036519058048725,6.863160336679018
CHEMBL553137,active,1,14.732433319091797,0.9321280302620473,0.0024804528802633286,6.9410931703651055
CHEMBL304271,active,1,12.555755615234377,0.9839540973774018,0.003273656591773033,6.964335066752854
CHEMBL250924,active,1,12.805293083190918,0.9889874913877018,0.0031486349180340767,6.909659441557368
CHEMBL515082,active,1,14.20297908782959,0.9956814299688796,0.0033958747517317533,6.911399136446285
CHEMBL248391,active,1,11.417901992797852,0.9810409235630791,0.0026976782828569412,6.95377157371578
CHEMBL593860,active,1,12.956401824951172,0.9793423592690409,0.003067281097173691,6.898316413746803
CHEMBL162622,active,1,12.63819694519043,0.9659387455709302,0.004382441285997629,6.864359433361912
CHEMBL179164,active,1,11.908714294433594,0.9577827168030131,0.0035010632127523422,6.9117161478915055
CHEMBL381604,active,1,12.508121490478516,0.9895191788087776,0.004104705527424812,6.857824559840951
CHEMBL125920,active,1,13.605865478515623,0.9817434061241744,0.002814301522448659,6.924963905701741
CHEMBL257859,active,1,14.09138298034668,0.9810984143625718,0.0030978152062743902,6.947866595825588
CHEMBL460722,active,1,13.905742645263672,0.9651236038452716,0.004174308385699987,6.893939509487498
CHEMBL40130,active,1,14.122102737426758,0.9687369727474088,0.0034055039286613464,6.961863588154419
CHEMBL281467,active,1,10.650309562683104,0.9920810408303998,0.003437582403421402,6.907963748975463
CHEMBL446250,active,1,13.670694351196287,0.9614415397592566,0.004095620010048151,6.957562784865032
CHEMBL179652,active,1,12.518593788146973,0.9720286911184569,0.0026219349820166826,6.924731399291206
CHEMBL251700,active,1,10.858931541442873,0.9729812707750866,0.00549911567941308,6.849434099017426
CHEMBL461114,active,1,11.9707612991333,0.9884652125879954,0.0032889004796743393,6.8746912010809496
CHEMBL245799,active,1,11.814849853515623,0.9820428737640396,0.004317283630371094,6.921394974534452
CHEMBL426051,active,1,13.148747444152832,0.9755249933217072,0.0027864205185323954,6.931142962029831
CHEMBL144908,active,1,11.413363456726074,0.987542137017394,0.004537183325737715,6.872127930268908
CHEMBL485320,active,1,12.646957397460938,0.9464152984733821,0.004842101596295834,6.935565544461837
CHEMBL173498,active,1,12.00475025177002,0.9904476825215056,0.004085827153176069,6.855247934723806
CHEMBL193681,active,1,11.705910682678224,0.9798159370137752,0.003484594402834773,6.89970753585652
CHEMBL119977,active,1,12.575515747070312,0.9186746360694349,0.0028792284429073334,6.9088430525274545
CHEMBL330668,active,1,12.2457857131958,0.9790507080633063,0.003324671648442745,6.85625282532628
CHEMBL233325,active,1,12.841512680053713,0.9844667692939982,0.0036397455260157585,6.901239062696777
CHEMBL105436,active,1,11.178393363952637,0.9717131510347025,0.002578118583187461,6.956669402407503
CHEMBL542891,active,1,11.501778602600098,0.988270104648901,0.0033963872119784355,6.8742814312762945
CHEMBL203779,active,1,14.141469955444336,0.9859184721761364,0.003617445705458522,6.920674158579883
CHEMBL473437,active,1,14.444788932800291,0.9873252457836279,0.0034615350887179375,6.941031995754976
CHEMBL246072,active,1,12.020563125610352,0.9711949474368269,0.0030638056341558695,6.876619237167668
CHEMBL442749,active,1,12.447269439697266,0.9531016162949051,0.0031327817123383284,6.860369053797722
CHEMBL248114,active,1,11.626039505004885,0.9770790209296233,0.003916521091014147,6.9039571208160515
CHEMBL589588,active,1,11.732510566711426,0.9809966709155303,0.0030439116526395082,6.843598040279998
CHEMBL52882,active,1,10.624907493591309,0.9917396944572965,0.0036050453782081604,6.915771335615458
CHEMBL139307,active,1,13.731857299804688,0.9761030539637254,0.004818019922822714,6.885737272668409
CHEMBL359630,active,1,11.52422046661377,0.9919193282113239,0.002990149660035968,6.955606089208805
CHEMBL225721,active,1,12.965224266052246,0.9917464093470559,0.003974240273237228,6.925357298268955
CHEMBL395591,active,1,12.701720237731934,0.984159356390981,0.003056192072108388,6.900398456011875
CHEMBL355982,active,1,14.475854873657228,0.9857198074975253,0.004182226490229368,6.895290822239938
CHEMBL201307,active,1,11.058184623718262,0.9891375750445058,0.0027417230885475874,6.949011104714632
CHEMBL248220,active,1,11.866548538208008,0.8676015614425521,0.007299050688743591,6.932355991710677
CHEMBL399438,active,1,11.83592414855957,0.9798972928525153,0.004187524318695068,6.9226909579335985
CHEMBL509914,active,1,14.39627456665039,0.9838146981781949,0.0034340396523475647,6.888615967780877
CHEMBL447331,active,1,13.85154914855957,0.9803551872022224,0.004212808329612017,6.924526848513278
CHEMBL599863,active,1,12.476751327514648,0.9929677896655731,0.004085073713213205,6.897072101617598
CHEMBL420059,active,1,11.678205490112305,0.9784947398745257,0.0036039601545780897,6.904083960105716
CHEMBL555797,active,1,14.358681678771973,0.9896375464854353,0.0038985752034932375,6.878698446497425
CHEMBL590109,active,1,11.78107738494873,0.9713629102263373,0.0024570587556809187,6.946762290647508
CHEMBL57758,active,1,13.452193260192873,0.9811028177096395,0.003588614286854863,6.921870665895726
CHEMBL75177,active,1,10.829560279846191,0.9816881324902437,0.003588462946936488,6.839783574062593
CHEMBL215973,active,1,13.84965705871582,0.9799653490675432,0.0029671648517251015,6.934979327392478
CHEMBL332333,active,1,10.173943519592283,0.9343664109618831,0.0031980443745851517,6.874414092481259
CHEMBL94019,active,1,10.404889106750488,0.9922131323418035,0.003521565580740571,6.895864939177756
CHEMBL93386,active,1,10.937280654907228,0.9703463976410246,0.00607269024476409,6.827316410415162
CHEMBL399372,active,1,11.35439395904541,0.9759781168308389,0.002634000265970826,6.915785184490378
CHEMBL172652,active,1,12.14926052093506,0.9938521056121657,0.0032641629222780466,6.910070236707327
CHEMBL39355,active,1,13.31494140625,0.9799019981112338,0.0038887050468474627,6.888185619919592
CHEMBL355330,active,1,11.66478157043457,0.9384179320570287,0.002602408407256007,6.906206024212313
CHEMBL248322,active,1,12.420953750610352,0.9768731895710563,0.004072182346135378,6.858483893023985
CHEMBL219557,active,1,12.649160385131836,0.9532718836002916,0.002772857202216983,6.923545169075373
CHEMBL53898,active,1,11.689969062805176,0.9871666440742239,0.004391174763441086,6.85424940134661
CHEMBL304971,active,1,12.110555648803713,0.951208596637859,0.005533191841095686,6.894362032098993
CHEMBL462162,active,1,11.820825576782228,0.960073895242029,0.0028602525126188993,6.9039946935353464
CHEMBL253292,active,1,12.771697998046877,0.9830741314875862,0.0034067779779434204,6.893175469424524
CHEMBL122245,active,1,14.905556678771973,0.9384481188603973,0.0025961040519177914,6.981407390658484
CHEMBL234580,active,1,12.810307502746582,0.9888510175414049,0.0036215235013514757,6.893890675724803
CHEMBL338049,active,1,13.387547492980955,0.9097508529309659,0.003656936576589942,6.883274720974957
CHEMBL165574,active,1,12.449606895446776,0.9655267439558998,0.0043391697108745575,6.884255648634229
CHEMBL182254,active,1,14.678478240966797,0.9629199668602346,0.0045242272317409515,6.887106297347168
CHEMBL53711,active,1,14.353410720825195,0.9786919341776673,0.002955277683213353,6.9189166216019515
CHEMBL179458,active,1,12.297426223754885,0.9528905680628873,0.0027031518984586,6.914733217514929
CHEMBL168915,active,1,11.60929012298584,0.9893057802940924,0.0035023873206228018,6.889496316824967
CHEMBL179363,active,1,13.183234214782717,0.9865446259633556,0.002915693446993828,6.949793936836436
CHEMBL245800,active,1,11.568824768066406,0.9868859159195652,0.0031384059693664312,6.96429635385026
CHEMBL149512,active,1,14.763259887695312,0.9565157313657603,0.0025734882801771164,6.934949071235536
CHEMBL316127,active,1,14.041236877441406,0.9560090348678716,0.005336455535143614,6.8629003134068345
CHEMBL127223,active,1,11.626138687133787,0.9230888146869549,0.0034432897809892893,6.882844663928097
CHEMBL516365,active,1,11.461055755615234,0.9665872786532665,0.004305834416300058,6.912644004916176
CHEMBL474147,active,1,11.976851463317873,0.9695056425056773,0.0049087535589933395,6.899875999118138
CHEMBL179577,active,1,12.420353889465332,0.9842526341014401,0.003047170815989375,6.929077991226174
CHEMBL22978,active,1,10.965660095214844,0.9765217309740002,0.003002535318955779,6.914381209871039
CHEMBL572881,active,1,10.582073211669922,0.9884738474479621,0.005219681654125452,6.842461138883001
CHEMBL132466,active,1,11.415575981140137,0.9774055791817762,0.0030269233975559473,6.935928862355676
CHEMBL1171792,active,1,10.725838661193848,0.9121562076865734,0.003637615591287613,6.857242393887594
CHEMBL111197,active,1,11.91964054107666,0.9594778484911908,0.004000502172857523,6.961391497692346
CHEMBL153525,active,1,13.75210189819336,0.948103928514069,0.0027355626225471497,6.974174206013595
CHEMBL475761,active,1,14.453859329223633,0.9684828542492306,0.005233412142843008,6.920167692125747
CHEMBL597200,active,1,11.217087745666504,0.9892112350665568,0.003991237375885248,6.866201485915402
CHEMBL460723,active,1,14.051641464233398,0.9824748870888461,0.0032500659581273794,6.922654473540069
CHEMBL122068,active,1,12.438945770263672,0.8712163889914032,0.003240718273445964,6.911918151735472
CHEMBL489313,active,1,14.04247760772705,0.9742071497178226,0.00431205565109849,6.929241735768734
CHEMBL212965,active,1,13.830646514892578,0.9867154346776542,0.0037314763758331537,6.914686018744608
CHEMBL251498,active,1,13.547579765319824,0.9488899514003648,0.006517038214951754,6.827283665765798
CHEMBL311129,active,1,12.416631698608398,0.9511136194595924,0.002445424208417535,6.954860459016281
CHEMBL92902,active,1,11.405959129333496,0.9726507073153132,0.005365998018532991,6.852249397177989
CHEMBL1173814,active,1,10.421048164367676,0.9755373939000115,0.004061358515173197,6.949081811639841
CHEMBL270448,active,1,14.952452659606934,0.9629823183042565,0.0050996411591768265,6.927124206928796
CHEMBL250132,active,1,14.751314163208008,0.9524902584123583,0.0032573137432336807,6.8601605100297895
CHEMBL1098120,active,1,11.64275074005127,0.9849104248617299,0.00361108616925776,6.881931720496659
CHEMBL554983,active,1,10.595236778259276,0.9619966114843795,0.0032104868441820145,6.858657354074053
CHEMBL516022,active,1,11.812944412231444,0.983160348258636,0.0038730029482394457,6.919269389203139
CHEMBL7866,active,1,10.772395133972168,0.9366646867911459,0.0026257720310240984,6.9465891371330795
CHEMBL179572,active,1,12.690185546875,0.9660173648437296,0.0025931752752512693,6.9306509824804845
CHEMBL473427,active,1,14.702841758728027,0.9871129851381742,0.004353644326329231,6.920322141818389
CHEMBL67027,active,1,11.948282241821287,0.9937134591528284,0.0038540351670235395,6.915973237023852
CHEMBL179123,active,1,13.05276870727539,0.9920288750287239,0.0032607819885015488,6.922645938168913
CHEMBL31276,active,1,12.511577606201172,0.9765051916223094,0.002693278482183814,6.92777101968621
CHEMBL204467,active,1,13.92514419555664,0.981635891789162,0.0037662151735275984,6.930518231452627
CHEMBL415738,active,1,12.736862182617188,0.9797658352154622,0.0036099832504987717,6.9102158918796786
CHEMBL69960,active,1,11.60413932800293,0.9907014224385,0.003456481033936143,6.8866526336102645
CHEMBL360958,active,1,11.520307540893556,0.9922863488744026,0.003206416266039014,6.9132282474138815
CHEMBL53426,active,1,12.024993896484377,0.9832871043906627,0.0037173526361584663,6.898231416305396
CHEMBL417420,active,1,12.559067726135254,0.9661099747439211,0.0045060827396810055,6.8696507120285215
CHEMBL461113,active,1,13.925058364868164,0.9720099348991117,0.004539291840046644,6.868033379091791
CHEMBL51228,active,1,12.536864280700684,0.9868206401731405,0.003472760086879134,6.9121430648472995
CHEMBL578255,active,1,12.319859504699709,0.9581957320587917,0.0048761828802526,6.872315667745032
CHEMBL250923,active,1,11.604133605957031,0.991593902238791,0.003711901605129242,6.866485261646519
CHEMBL155100,active,1,14.858612060546877,0.9886321659863744,0.00322002568282187,6.923489511221776
CHEMBL180227,active,1,11.96778392791748,0.9760234364495667,0.0026740531902760267,6.917639139393217
CHEMBL247127,active,1,11.322881698608398,0.981830890209503,0.0029487283900380135,6.862073797434207
CHEMBL378370,active,1,13.815948486328123,0.9830482380098409,0.003263739636167884,6.9176236285738035
CHEMBL251123,active,1,11.8018159866333,0.9760029830331027,0.0037567398976534605,6.887063887297497
CHEMBL1173718,active,1,10.946353912353516,0.9875417080199695,0.0030465663876384497,6.955567554672983
CHEMBL76444,active,1,10.66024398803711,0.8824051758089384,0.0032171905040740967,6.8669973825082735
CHEMBL243410,active,1,13.290194511413574,0.971356702568647,0.003195732133463025,6.9433145130664915
CHEMBL265629,active,1,13.091217041015623,0.9819509695747063,0.004192457068711519,6.856709393503975
CHEMBL250524,active,1,12.19183349609375,0.9518200054579261,0.0029834387823939323,6.8887129252302035
CHEMBL510597,active,1,14.16368293762207,0.9677410634305242,0.004517183173447847,6.878185196600464
CHEMBL178312,active,1,13.197457313537598,0.9929535409403228,0.003183057764545083,6.921064868962996
CHEMBL490496,active,1,12.501543045043944,0.9328773865979036,0.005666741635650396,6.827282428689583
CHEMBL461967,active,1,13.417773246765137,0.9936503763691227,0.0037292486522346735,6.91461006860937
CHEMBL153419,active,1,12.67389965057373,0.9752529358572106,0.002859522821381688,6.887838657811133
CHEMBL126192,active,1,11.954705238342283,0.9502094691397859,0.002910443814471364,6.886083792438853
CHEMBL279334,active,1,13.618659973144531,0.9904772486754297,0.0032027780544012785,6.8713189552358775
CHEMBL213007,active,1,13.494665145874023,0.9901468489960462,0.0035100707318633795,6.908514315579612
CHEMBL380972,active,1,14.02397918701172,0.9830483296654196,0.003170690732076764,6.93681451014111
CHEMBL91428,active,1,12.663874626159668,0.9560795498936924,0.0027411095798015594,6.913395659145189
CHEMBL327023,active,1,10.08640193939209,0.99524408361859,0.0035270426888018847,6.889285821579276
CHEMBL299672,active,1,13.314745903015137,0.9775019066484144,0.0037222448736429214,6.917735392001184
CHEMBL444619,active,1,14.256332397460938,0.9855686874759293,0.0030442692805081606,6.929271859562208
CHEMBL474524,active,1,11.984561920166016,0.9788300225842903,0.0033779593650251627,6.937685561248228
CHEMBL396079,active,1,12.48439598083496,0.9829378342427738,0.003006730927154422,6.858456258424208
CHEMBL428741,active,1,13.501118659973145,0.9844420953058965,0.003166002221405506,6.922370804197064
CHEMBL583403,active,1,12.053608894348145,0.9497912402289719,0.004705445375293493,6.903140949374011
CHEMBL248115,active,1,11.62939739227295,0.9641897134422079,0.004378825426101685,6.857625045239569
CHEMBL225929,active,1,12.44953727722168,0.9754792003748962,0.0041311657987535,6.890629076915582
CHEMBL391778,active,1,12.17677402496338,0.9688654869379915,0.0035317724104970694,6.906773100668145
CHEMBL92356,active,1,11.591456413269045,0.9622903603639826,0.006071966141462326,6.845709549205079
CHEMBL205059,active,1,11.960016250610352,0.9769025861701031,0.00439448282122612,6.8680740482636455
CHEMBL153409,active,1,14.451972007751465,0.9617200843995158,0.002773864893242717,6.9030410890300296
CHEMBL179310,active,1,13.45272159576416,0.9900995415376415,0.0028831211384385824,6.937487271667225
CHEMBL178096,active,1,11.649158477783203,0.9796042919624376,0.0028926015365868807,6.926640265924899
CHEMBL404405,active,1,14.6082763671875,0.991634431769493,0.0029810515698045492,6.939745782384427
CHEMBL448172,active,1,12.099491119384766,0.95597519628733,0.004699584096670151,6.887251730202696
CHEMBL306732,active,1,11.943501472473145,0.9049609270051938,0.003636903828009963,6.862025277659775
CHEMBL39320,active,1,13.673194885253906,0.9721938789931086,0.0028464423958212137,6.920524844675171
CHEMBL63786,active,1,14.555508613586426,0.9859489699429694,0.0034241212997585535,6.9198982258795745
CHEMBL1077305,active,1,12.368094444274902,0.9718559123471842,0.0031856081914156675,6.976066074624102
CHEMBL436137,active,1,12.158738136291504,0.9195403117962851,0.0048368144780397415,6.953674494372619
CHEMBL356324,active,1,10.854371070861816,0.955470894297503,0.003052592510357499,6.928840982445506
CHEMBL175556,active,1,11.80531120300293,0.9928817656901755,0.003440890461206436,6.891828175574229
CHEMBL311109,active,1,13.40980339050293,0.985540038625012,0.004434663336724043,6.928801824312696
CHEMBL1172843,active,1,12.003913879394531,0.9780181978743444,0.002887394279241562,6.949516370578963
CHEMBL372246,active,1,11.893698692321776,0.9650691562500558,0.005776789039373398,6.802670369760472
CHEMBL176582,active,1,14.586413383483888,0.9711801979709329,0.002839264227077365,6.943336856071051
CHEMBL424093,active,1,11.639144897460938,0.9927050240621301,0.004093943629413843,6.8910830902089835
CHEMBL74722,active,1,13.194811820983888,0.8593255402452288,0.0023770479019731283,6.962230675687342
CHEMBL308593,active,1,13.437481880187988,0.9194232134148661,0.002624898450449109,6.956241683850942
CHEMBL28148,active,1,13.150701522827148,0.9705526162361232,0.0038214456290006638,6.926813776316777
CHEMBL602728,active,1,11.64573860168457,0.9892399653276199,0.0030363546684384346,6.893259134007198
CHEMBL125086,active,1,14.51557159423828,0.9789382511471035,0.00361114670522511,6.903573753085984
